*ccc.4.1.highlights
托育_tuo1yu4_childcare
成年_cheng2nian2_come of age
整體_zheng3ti3_overall
預算_yu4suan4_budget
財政_cai2zheng4_finance
考驗_kao3yan4_put something to the test
智慧_zhi4hui4_wisdom
寧缺毋濫_ning2que1wu4lan4_settle for nothing less than perfection
生兒育女_sheng1er2yu4nv3_have kids
停滯不前_ting2zhi4bu4qian2_stagnant (economy)

*ccc.4.9.highlights
據點_ju4dian3_stronghold/base
繁榮_fan2rong2_prosperous
據說_ju4shuo1_it is said
風光_feng1guang1_glory
興盛_xing1sheng4_flourishing
載運_zai4yun4_to transport
相似_ xiang1si4_similar
家喻戶曉_jia1yu4hu4xiao3_widely known
滿山遍野_man3shan1bian4ye3_everywhere/in hill and in dale (where animals/natural phenomena are found)
古色古香_gu3se4gu3xiang1_old-fashioned feeling/style (positive)
垂涎三尺_chui2xian2san1chi3_mouth-watering
往來_wang3lai2_dealings/contact
音訊_yin1xun4_word (i.e. a message)/information (from someone)
遠離_yuan3li2_to have left far away
探親_tan4qin1_visit relatives
打聽_da3ting1_find out from someone/ask around
傷心_shang1xin1_sad/upset
創傷_chuang1shang1_trauma/(emotional)scars
珍惜_zhen1xi2_cherish/treasure
精華_jing1hua2_prime (of life_ etc.)
落地生根_luo4di4sheng1gen1_set down roots
身強體壯_shen1qiang2ti3zhuang4_strong and healthy
離鄉背井_li2xiang1bei4jing3_leave one’s home and become a stranger elsewhere
飄洋過海_piao1yang2guo4hai3_sail across the sea
朝思暮想_zhao1si1mu4xiang3_to constantly miss (person/past life)
刻骨銘心_ke4gu3ming2xin1_unforgettable/imprinted in my mind

*ccc.4.10.highlights
應徵_ying4zheng1_apply for a job
素色_su4se4_plain color
龍頭_long2tou2_(market) leader
起薪_qi3xin1_starting salary
具備_ju4bei4_possess (as a prerequisite)
應屆_ying4jie4_this year’s…/the upcoming…
營運ying2yun4_operations
好評_hao3ping2_praise
磨練_mo2lian4_hone (a skill)_ practise over time
上司_shang4si1_supervisor/boss
誇獎_kua1jiang3_praise
資金_zi1jin1_capital/funds
廠商_chang3shang1_manufacturer
損失_sun3shi1_to lose/losses
求職_qiu2zhi2_seek employment
技巧_ji4qiao3_tips
養家活口_yang3jia1huo2kou3_support one’s family
熟讀_shou2du2_keep reading until it goes in (i.e. cram)
沙盤推演_sha1pan2tui1yan3_a dry/practice run (n&v)

*ccc.4.11.highlights
種族_zhong3zu2_ethnic group / race
熔爐_rong2lu2_melting pot / crucible
偏偏_pian1pian1_deliberately/insist on Ving (negative)
志工_zhi4gong1_volunteer
外籍_wai4ji4_foreign national
配偶_pei4ou3_spouse
焦慮_jiao1lv4_to be anxious
障礙_zhang4ai4_obstacle/handicap
以往_yi3wang3_formerly/heretofore
衝擊_chong1ji2_impact
憂慮_you1lv4_to worry
降低_jiang4di1_reduce/lower
素質_su4zhi2_essential quality
資產_zi1chan3_an asset (i.e. can be sold for cash)
照說_zhao4shuo1_keep on saying / keep on about…
嘗試_chang2shi4_to try something new
結構_jie2gou4_a structure
產生 好的結果_chan3sheng1(hao3de.jie2guo3)_to produce; (take place)
轉變_zhuan3bian4_transformation
比例_bi3li4_ratio/percentage
可見_ke3jian4_it’s obvious that
分配_fen1pei4_allocate/distribute
顧慮_gu4lv4_be concerned about
課業_ke4ye4_schoolwork
指導_zhi3dao3_coach/give instructions
輔導_fu3dao3_to counsel/give advice
觀點_guan1dian3_perspective (on sth)
創下 紀錄_chuang4xia4 ji4lu4_set a record
下降_xia4jiang4_to decrease
趨勢_qu1shi4_a tendency/trend
高齡化_gao1ling2hua4_aging population
正視_zheng4shi4_face sth squarely on
起跑點_qi3pao3dian3_starting line
生產力_sheng1chan3li4_productivity
一較長短_yi2jiao4chang4duan3_vie for supremacy/compete against one another
